Timestamp,Object Temperature(F),Heart Rate Ear(BPM),GSR,Weighted_Stress,QuantityIndex_Stress,StressIndex_Level,Condition
0 days 00:00:00,84.54,75.0,322.0,0.57648,1.576329074500512,Low,Base
0 days 00:01:00,84.76,75.0,322.0,0.57692,1.5770775283926959,Low,Base
0 days 00:02:00,84.88,75.0,321.0,0.57671,1.57529956942948,Low,Base
0 days 00:03:00,84.99,75.0,322.0,0.57738,1.5778603828881133,Low,Base
0 days 00:04:00,85.1,75.0,323.0,0.57805,1.5804253592156363,Medium,Base
0 days 00:05:00,85.21,75.0,324.0,0.57872,1.5829945051792265,Medium,Base
0 days 00:06:00,85.32,75.0,325.0,0.57939,1.5855678275570606,Medium,Base
0 days 00:07:00,85.44,75.0,325.0,0.57963,1.5859784235423693,Medium,Base
0 days 00:08:00,85.55,75.0,326.0,0.5802999999999999,1.5885565965901662,Medium,Base
0 days 00:09:00,85.66,77.0,327.0,0.58797,1.6050355284987703,Medium,Base
0 days 00:10:00,85.77,77.0,327.0,0.58819,1.6054165252543007,Medium,Base
0 days 00:11:00,85.89,77.0,325.0,0.58753,1.601384058648145,Medium,Base
0 days 00:12:00,86.0,77.0,321.0,0.58595,1.5929026112775853,Medium,Base
0 days 00:13:00,86.11,77.0,320.0,0.58572,1.5910724804524508,Medium,Base
0 days 00:14:00,86.22,77.0,321.0,0.58639,1.5936589344201106,Medium,Base
0 days 00:15:00,86.34,77.0,322.0,0.58708,1.596284035693297,Medium,Base
0 days 00:16:00,86.45,77.0,323.0,0.58775,1.5988789615865897,Medium,Base
0 days 00:17:00,86.56,77.0,324.0,0.58842,1.601478105802086,Medium,Base
0 days 00:18:00,86.56,77.0,324.0,0.58842,1.601478105802086,Medium,Base
0 days 00:19:00,86.68,75.0,322.0,0.5807599999999999,1.5836245923162866,Medium,Base
0 days 00:20:00,86.79,75.0,321.0,0.58053,1.5818051212693314,Medium,Base
0 days 00:21:00,86.9,75.0,322.0,0.5812,1.5843765101797902,Medium,Base
0 days 00:22:00,87.01,75.0,323.0,0.58187,1.5869520791506369,Medium,Base
0 days 00:23:00,87.01,75.0,323.0,0.58187,1.5869520791506369,Medium,Base
0 days 00:24:00,87.13,75.0,322.0,0.58166,1.5851629878583429,Medium,Base
0 days 00:25:00,87.24,75.0,321.0,0.5814299999999999,1.5833417493052746,Medium,Base
0 days 00:26:00,87.24,75.0,322.0,0.58188,1.5855392673516235,Medium,Base
0 days 00:27:00,87.35,75.0,324.0,0.583,1.5903208717365822,Medium,Base
0 days 00:28:00,87.46,75.0,325.0,0.5836699999999999,1.5929061038860224,Medium,Base
0 days 00:29:00,87.57,75.0,325.0,0.5838899999999999,1.5932842214084506,Medium,Base
0 days 00:30:00,87.57,69.0,326.0,0.56334,1.5544114029195,Low,Base
0 days 00:31:00,87.69,69.0,326.0,0.56358,1.55481393068934,Low,Base
0 days 00:32:00,87.69,69.0,327.0,0.5640299999999999,1.5569718550116816,Low,Base
0 days 00:33:00,87.8,69.0,327.0,0.5642499999999999,1.5573414426093881,Low,Base
0 days 00:34:00,87.91,69.0,327.0,0.5644699999999999,1.557711117938284,Low,Base
0 days 00:35:00,88.02,69.0,327.0,0.5646899999999999,1.5580808810191944,Low,Base
0 days 00:36:00,88.02,69.0,328.0,0.56514,1.5602433395378392,Low,Base
0 days 00:37:00,88.02,69.0,329.0,0.5655899999999999,1.5624087993299747,Low,Base
0 days 00:38:00,88.14,69.0,329.0,0.5658299999999999,1.562813398092176,Low,Base
0 days 00:39:00,88.25,69.0,328.0,0.5656,1.561017837614384,Low,Base
0 days 00:40:00,88.25,72.0,327.0,0.57565,1.579320734562806,Medium,Base
0 days 00:41:00,88.36,72.0,326.0,0.57542,1.5775062083396496,Low,Base
0 days 00:42:00,88.36,72.0,326.0,0.57542,1.5775062083396496,Low,Base
0 days 00:43:00,88.47,72.0,326.0,0.57564,1.5778806702979893,Low,Base
0 days 00:44:00,88.47,72.0,326.0,0.57564,1.5778806702979893,Low,Base
0 days 00:45:00,88.59,72.0,326.0,0.57588,1.5782892756299471,Low,Base
0 days 00:46:00,88.59,72.0,326.0,0.57588,1.5782892756299471,Low,Base
0 days 00:47:00,88.7,72.0,326.0,0.5761000000000001,1.578663923469591,Medium,Base
0 days 00:48:00,88.7,91.0,327.0,0.64305,1.7169954929796514,Medium,Base
0 days 00:49:00,88.81,91.0,327.0,0.64327,1.7174030663326834,Medium,Base
0 days 00:50:00,88.81,91.0,327.0,0.64327,1.7174030663326834,Medium,Base
0 days 00:51:00,88.93,91.0,328.0,0.6439600000000001,1.7202320009802623,Medium,Base
0 days 00:52:00,88.93,91.0,328.0,0.6439600000000001,1.7202320009802623,Medium,Base
0 days 00:53:00,89.04,91.0,329.0,0.64463,1.7230284171956727,High,Base
0 days 00:54:00,89.04,91.0,329.0,0.64463,1.7230284171956727,High,Base
0 days 00:55:00,89.04,91.0,330.0,0.6450800000000001,1.7254198061948076,High,Base
0 days 00:56:00,89.15,91.0,329.0,0.64485,1.7234374226195293,High,Base
0 days 00:57:00,89.15,86.0,329.0,0.6273500000000001,1.686375051052603,Medium,Base
0 days 00:58:00,89.26,86.0,330.0,0.62802,1.689116429270971,Medium,Base
0 days 00:59:00,89.26,86.0,331.0,0.62847,1.6914607518642055,Medium,Base
0 days 01:00:00,89.38,86.0,331.0,0.62871,1.691898769703589,Medium,Base
0 days 01:01:00,89.38,86.0,331.0,0.62871,1.691898769703589,Medium,Base
0 days 01:02:00,89.38,86.0,331.0,0.62871,1.691898769703589,Medium,Base
0 days 01:03:00,89.49,86.0,331.0,0.62893,1.6923003856993084,Medium,Base
0 days 01:04:00,89.49,86.0,331.0,0.62893,1.6923003856993084,Medium,Base
0 days 01:05:00,89.49,86.0,332.0,0.62938,1.694649127301713,Medium,Base
0 days 01:06:00,89.6,83.0,332.0,0.6191,1.673085212777242,Medium,Base
0 days 01:07:00,89.6,83.0,332.0,0.6191,1.673085212777242,Medium,Base
0 days 01:08:00,89.71,83.0,332.0,0.61932,1.6734823628879254,Medium,Base
0 days 01:09:00,89.71,83.0,333.0,0.61977,1.6758049869798541,Medium,Base
0 days 01:10:00,89.71,83.0,331.0,0.61887,1.671162957895304,Medium,Base
0 days 01:11:00,89.82,83.0,330.0,0.61864,1.6692429115463219,Medium,Base
0 days 01:12:00,89.82,83.0,330.0,0.61864,1.6692429115463219,Medium,Base
0 days 01:13:00,89.82,83.0,331.0,0.61909,1.6715596517090017,Medium,Base
0 days 01:14:00,89.94,89.0,331.0,0.6403300000000001,1.7161843993346508,Medium,Base
0 days 01:15:00,89.94,89.0,332.0,0.64078,1.7185662895299008,Medium,Base
0 days 01:16:00,90.05,89.0,332.0,0.641,1.71897423575218,Medium,Base
0 days 01:17:00,90.05,89.0,333.0,0.6414500000000001,1.7213599979579273,Medium,Base
0 days 01:18:00,90.05,89.0,333.0,0.6414500000000001,1.7213599979579273,Medium,Base
0 days 01:19:00,90.05,89.0,334.0,0.6419,1.7237490713600754,High,Base
0 days 01:20:00,90.16,89.0,334.0,0.64212,1.7241582478498638,High,Base
0 days 01:21:00,90.16,89.0,334.0,0.64212,1.7241582478498638,High,Base
0 days 01:22:00,90.16,89.0,334.0,0.64212,1.7241582478498638,High,Base
0 days 01:23:00,90.16,81.0,334.0,0.61412,1.6652174881317359,Medium,Base
0 days 01:24:00,90.16,81.0,334.0,0.61412,1.6652174881317359,Medium,Base
0 days 01:25:00,90.27,81.0,334.0,0.61434,1.6656127706341888,Medium,Base
0 days 01:26:00,90.27,81.0,334.0,0.61434,1.6656127706341888,Medium,Base
0 days 01:27:00,90.39,81.0,334.0,0.61458,1.6660440949237052,Medium,Base
0 days 01:28:00,90.39,81.0,335.0,0.6150300000000001,1.6683563954527696,Medium,Base
0 days 01:29:00,90.39,81.0,335.0,0.6150300000000001,1.6683563954527696,Medium,Base
0 days 01:30:00,90.5,81.0,335.0,0.6152500000000001,1.6687524230561777,Medium,Base
0 days 01:31:00,90.5,81.0,336.0,0.6157,1.6710684824704913,Medium,Base
0 days 01:32:00,90.5,81.0,336.0,0.6157,1.6710684824704913,Medium,Base
0 days 01:33:00,90.5,70.0,336.0,0.5772,1.5930275149816735,Medium,Base
0 days 01:34:00,90.61,70.0,337.0,0.57787,1.5956171470615044,Medium,Base
0 days 01:35:00,90.61,70.0,337.0,0.57787,1.5956171470615044,Medium,Base
0 days 01:36:00,90.72,70.0,337.0,0.57809,1.5959959081202506,Medium,Base
0 days 01:37:00,90.72,70.0,336.0,0.57764,1.5937838974294956,Medium,Base
0 days 01:38:00,90.72,70.0,336.0,0.57764,1.5937838974294956,Medium,Base
0 days 01:39:00,90.72,70.0,336.0,0.57764,1.5937838974294956,Medium,Base
0 days 01:40:00,90.84,70.0,337.0,0.57833,1.5964092045438119,Medium,Base
0 days 01:41:00,90.84,92.0,337.0,0.65533,1.7566537430679126,High,Base
0 days 01:42:00,90.84,92.0,338.0,0.65578,1.7590918006150416,High,Base
0 days 01:43:00,90.84,92.0,338.0,0.65578,1.7590918006150416,High,Base
0 days 01:44:00,90.95,92.0,338.0,0.656,1.7595093666170487,High,Base
0 days 01:45:00,90.95,92.0,338.0,0.656,1.7595093666170487,High,Base
0 days 01:46:00,90.95,92.0,338.0,0.656,1.7595093666170487,High,Base
0 days 01:47:00,91.06,92.0,338.0,0.65622,1.759927031739162,High,Base
0 days 01:48:00,91.06,92.0,338.0,0.65622,1.759927031739162,High,Base
0 days 01:49:00,91.06,92.0,338.0,0.65622,1.759927031739162,High,Base
0 days 01:50:00,91.06,92.0,338.0,0.65622,1.759927031739162,High,Base
0 days 01:51:00,91.18,76.0,338.0,0.60046,1.6420818085774997,Medium,Base
0 days 01:52:00,91.18,76.0,338.0,0.60046,1.6420818085774997,Medium,Base
0 days 01:53:00,91.18,76.0,339.0,0.60091,1.6443608518791204,Medium,Base
0 days 01:54:00,91.29,76.0,339.0,0.6011299999999999,1.6447511835187403,Medium,Base
0 days 01:55:00,91.29,76.0,340.0,0.60158,1.6470339316425247,Medium,Base
0 days 01:56:00,91.29,76.0,340.0,0.60158,1.6470339316425247,Medium,Base
0 days 01:57:00,91.29,76.0,340.0,0.60158,1.6470339316425247,Medium,Base
0 days 01:58:00,91.29,76.0,340.0,0.60158,1.6470339316425247,Medium,Base
0 days 01:59:00,91.4,76.0,340.0,0.6018,1.6474248978068633,Medium,Base
0 days 02:00:00,91.4,76.0,341.0,0.60225,1.6497113567753858,Medium,Base
0 days 02:01:00,91.4,68.0,341.0,0.5742499999999999,1.5933155817325653,Medium,Base
0 days 02:02:00,91.4,68.0,341.0,0.5742499999999999,1.5933155817325653,Medium,Base
0 days 02:03:00,91.51,68.0,341.0,0.57447,1.5936937964551665,Medium,Base
