Timestamp,Object Temperature(F),Heart Rate Ear(BPM),GSR,Weighted_Stress,QuantityIndex_Stress,StressIndex_Level,Condition
00:00,84.54,75.0,322.0,0.57648,1.576329074500512,Low,Base
00:30,84.76,75.0,322.0,0.57692,1.5770775283926959,Low,Base
01:00,84.88,75.0,321.0,0.57671,1.57529956942948,Low,Base
01:30,84.99,75.0,322.0,0.57738,1.5778603828881133,Low,Base
02:00,85.1,75.0,323.0,0.57805,1.5804253592156363,Medium,Base
02:30,85.21,75.0,324.0,0.57872,1.5829945051792265,Medium,Base
03:00,85.32,75.0,325.0,0.57939,1.5855678275570606,Medium,Base
03:30,85.44,75.0,325.0,0.57963,1.5859784235423693,Medium,Base
04:00,85.55,75.0,326.0,0.5802999999999999,1.5885565965901662,Medium,Base
04:30,85.66,77.0,327.0,0.58797,1.6050355284987703,Medium,Base
05:00,85.77,77.0,327.0,0.58819,1.6054165252543007,Medium,Base
05:30,85.89,77.0,325.0,0.58753,1.601384058648145,Medium,Base
06:00,86.0,77.0,321.0,0.58595,1.5929026112775853,Medium,Base
06:30,86.11,77.0,320.0,0.58572,1.5910724804524508,Medium,Base
07:00,86.22,77.0,321.0,0.58639,1.5936589344201106,Medium,Base
07:30,86.34,77.0,322.0,0.58708,1.596284035693297,Medium,Base
08:00,86.45,77.0,323.0,0.58775,1.5988789615865897,Medium,Base
08:30,86.56,77.0,324.0,0.58842,1.601478105802086,Medium,Base
09:00,86.56,77.0,324.0,0.58842,1.601478105802086,Medium,Base
09:30,86.68,75.0,322.0,0.5807599999999999,1.5836245923162866,Medium,Base
10:00,86.79,75.0,321.0,0.58053,1.5818051212693314,Medium,Base
10:30,86.9,75.0,322.0,0.5812,1.5843765101797902,Medium,Base
11:00,87.01,75.0,323.0,0.58187,1.5869520791506369,Medium,Base
11:30,87.01,75.0,323.0,0.58187,1.5869520791506369,Medium,Base
12:00,87.13,75.0,322.0,0.58166,1.5851629878583429,Medium,Base
12:30,87.24,75.0,321.0,0.5814299999999999,1.5833417493052746,Medium,Base
13:00,87.24,75.0,322.0,0.58188,1.5855392673516235,Medium,Base
13:30,87.35,75.0,324.0,0.583,1.5903208717365822,Medium,Base
14:00,87.46,75.0,325.0,0.5836699999999999,1.5929061038860224,Medium,Base
14:30,87.57,75.0,325.0,0.5838899999999999,1.5932842214084506,Medium,Base
15:00,87.57,69.0,326.0,0.56334,1.5544114029195,Low,Base
15:30,87.69,69.0,326.0,0.56358,1.55481393068934,Low,Base
16:00,87.69,69.0,327.0,0.5640299999999999,1.5569718550116816,Low,Base
16:30,87.8,69.0,327.0,0.5642499999999999,1.5573414426093881,Low,Base
17:00,87.91,69.0,327.0,0.5644699999999999,1.557711117938284,Low,Base
17:30,88.02,69.0,327.0,0.5646899999999999,1.5580808810191944,Low,Base
18:00,88.02,69.0,328.0,0.56514,1.5602433395378392,Low,Base
18:30,88.02,69.0,329.0,0.5655899999999999,1.5624087993299747,Low,Base
19:00,88.14,69.0,329.0,0.5658299999999999,1.562813398092176,Low,Base
